,ID_HECHO,NUM_VICTIMAS,FECHA,AÑO,MES,DÍA,HORA,HH,TIPO_DE_CALLE,CALLE,COMUNA,POS X,POS Y,VICTIMA,ACUSADO
167,2017-0034,1,3/13/2017,2017,3,13,7:50:00,7,CALLE,GODOY CRUZ,14,-58.42554218,-34.57929036,PEATON,AUTO
168,2017-0035,3,3/23/2017,2017,3,23,5:00:00,5,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",1,-58.35881506,-34.61113641,AUTO,OBJETO FIJO
169,2017-0036,2,3/29/2017,2017,3,29,18:00:00,18,GRAL PAZ,"PAZ, GRAL. AV.",12,-58.51452347,-34.58159762,MOTO,PASAJEROS
170,2017-0037,1,3/31/2017,2017,3,31,3:00:00,3,AVENIDA,INDEPENDENCIA AV.,1,-58.38896772,-34.61799615,MOTO,CARGAS
171,2017-0038,1,4/1/2017,2017,4,1,19:00:00,19,AVENIDA,CASTA?ARES AV.,7,-58.44516857,-34.64363363,MOTO,AUTO
172,2017-0040,1,4/3/2017,2017,4,3,9:40:00,9,AVENIDA,"GUIRALDES, INT.",13,-58.43834197,-34.54560369,AUTO,MULTIPLE
173,2017-0041,1,4/3/2017,2017,4,3,23:15:00,23,CALLE,"FERNANDEZ MORENO, BALDOMERO",7,-58.45485084,-34.63531854,MOTO,AUTO
174,2017-0042,1,4/10/2017,2017,4,10,9:00:00,9,GRAL PAZ,"LUGONES, LEOPOLDO AV.",14,0.0,0.0,MOTO,CARGAS
175,2017-0045,1,4/14/2017,2017,4,14,6:15:00,6,CALLE,NOGOYA,10,-58.52449285,-34.62454175,MOTO,OBJETO FIJO
176,2017-0047,1,4/23/2017,2017,4,23,6:30:00,6,AVENIDA,ARGENTINA AV.,8,-58.46713742,-34.6719879,MOTO,AUTO
177,2017-0049,1,4/27/2017,2017,4,27,18:16:00,18,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.43850413,-34.65554754,PEATON,PASAJEROS
178,2017-0050,2,4/28/2017,2017,4,28,11:08:08,11,AUTOPISTA,AUTOPISTA PERITO MORENO,9,0.0,0.0,MOTO,CARGAS
179,2017-0051,1,5/1/2017,2017,5,1,3:47:47,3,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,7,0.0,0.0,AUTO,AUTO
180,2017-0052,1,5/5/2017,2017,5,5,3:40:00,3,GRAL PAZ,"PAZ, GRAL. AV.",8,-58.49413799,-34.68095739,PEATON,CARGAS
181,2017-0053,1,5/5/2017,2017,5,5,20:16:22,20,CALLE,VIEYTES,4,-58.37547846,-34.65326075,MOTO,CARGAS
182,2017-0054,1,5/7/2017,2017,5,7,21:00:00,21,AVENIDA,DE LOS CONSTITUYENTES AV.,15,-58.48680218,-34.58689719,MOTO,AUTO
183,2017-0055,1,5/9/2017,2017,5,9,8:30:00,8,AVENIDA,DE LOS CONSTITUYENTES AV.,12,-58.49563989,-34.57962262,AUTO,AUTO
184,2017-0058,1,5/9/2017,2017,5,9,23:10:00,23,AVENIDA,CORDOBA AV.,1,-58.38403232,-34.5991594,PEATON,MOTO
185,2017-0059,1,5/11/2017,2017,5,11,9:24:00,9,CALLE,BRASIL,1,-58.38223382,-34.62693865,PEATON,PASAJEROS
186,2017-0060,1,5/13/2017,2017,5,13,7:20:00,7,AVENIDA,ESCALADA AV.,8,-58.45966521,-34.67323292,MOTO,OBJETO FIJO
187,2017-0061,1,5/15/2017,2017,5,15,13:29:30,13,AVENIDA,PARAGUAY,2,-58.39303911,-34.59871111,PEATON,MOTO
188,2017-0062,1,5/15/2017,2017,5,15,16:00:00,16,AVENIDA,"JUSTO, JUAN B. AV.",10,-58.51262106,-34.63395999,MOTO,CARGAS
189,2017-0063,1,5/17/2017,2017,5,17,10:13:00,10,AVENIDA,CHILE,1,-58.38118367,-34.61646839,PEATON,PASAJEROS
190,2017-0064,1,5/20/2017,2017,5,20,5:00:00,5,CALLE,MAIPU,1,-58.37653284,-34.60582475,CARGAS,AUTO
191,2017-0065,1,5/22/2017,2017,5,22,16:00:00,16,AVENIDA,SUAREZ AV.,4,-58.37709334,-34.64035082,BICICLETA,CARGAS
192,2017-0066,1,5/22/2017,2017,5,22,18:10:00,18,AVENIDA,SAN MARTIN AV.,15,-58.46002142,-34.60409469,PEATON,PASAJEROS
193,2017-0067,1,5/23/2017,2017,5,23,2:45:00,2,AVENIDA,DIRECTORIO AV.,6,-58.4338197,-34.62801894,MOTO,CARGAS
194,2017-0068,1,5/27/2017,2017,5,27,19:50:00,19,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",8,-58.43580656,-34.66437532,MOTO,OBJETO FIJO
195,2017-0069,1,5/24/2017,2017,5,24,14:15:00,14,GRAL PAZ,"PAZ, GRAL. AV.",9,-58.52173071,-34.65997463,MOTO,AUTO
196,2017-0070,1,5/30/2017,2017,5,30,13:20:00,13,CALLE,NUEVA YORK,11,-58.50791763,-34.59804273,PEATON,AUTO
197,2017-0072,1,6/3/2017,2017,6,3,23:20:00,23,AVENIDA,DE LOS CONSTITUYENTES AV.,12,-58.49175088,-34.58226957,AUTO,AUTO
198,2017-0073,1,6/4/2017,2017,6,4,9:00:00,9,AVENIDA,CORRIENTES AV.,3,-58.40781467,-34.60425669,MOTO,AUTO
199,2017-0074,1,6/4/2017,2017,6,4,12:50:00,12,CALLE,CASCO,9,-58.52567073,-34.63787791,MOTO,AUTO
200,2017-0075,1,6/12/2017,2017,6,12,22:38:00,22,AVENIDA,DE MAYO AV.,1,-58.381542,-34.60906385,PEATON,MOTO
201,2017-0076,1,6/13/2017,2017,6,13,14:50:00,14,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",2,-58.38526125,-34.5780581,PEATON,CARGAS
202,2017-0077,1,6/17/2017,2017,6,17,23:45:00,23,CALLE,FRAY JUSTO SANTAMARIA DE ORO,14,-58.42934104,-34.58451712,MOTO,CARGAS
203,2017-0079,1,6/19/2017,2017,6,19,16:26:00,16,CALLE,MEXICO,3,-58.40657493,-34.61781124,MOTO,CARGAS
204,2017-0080,1,6/22/2017,2017,6,22,10:15:00,10,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",9,-58.49525314,-34.64487785,PEATON,CARGAS
205,2017-0082,1,6/25/2017,2017,6,25,22:40:00,22,AVENIDA,ENTRE RIOS AV.,4,-58.39092851,-34.62932696,PEATON,AUTO
206,2017-0083,1,7/4/2017,2017,7,4,0:25:00,0,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",9,-58.49603546,-34.64564271,MOTO,CARGAS
207,2017-0084,1,7/5/2017,2017,7,5,12:49:00,12,AVENIDA,DEL LIBERTADOR AV.,2,-58.38502878,-34.58703485,PEATON,PASAJEROS
208,2017-0085,1,7/7/2017,2017,7,7,14:15:00,14,AVENIDA,TACUARI,4,-58.37261143,-34.63150425,PEATON,PASAJEROS
209,2017-0086,1,7/9/2017,2017,7,9,7:30:00,7,AVENIDA,RIVADAVIA AV.,9,-58.51876802,-34.63905965,PEATON,MOTO
210,2017-0087,1,7/10/2017,2017,7,10,10:45:00,10,CALLE,24 DE NOVIEMBRE,3,-58.41095567,-34.61516101,PEATON,AUTO
211,2017-0088,1,7/10/2017,2017,7,10,22:30:00,22,AVENIDA,PASEO COLON AV.,1,-58.36797542,-34.62519403,PEATON,PASAJEROS
212,2017-0089,1,7/13/2017,2017,7,13,12:05:00,12,CALLE,"LEGUIZAMON, MARTINIANO",9,-58.51514709,-34.64787051,MOTO,AUTO
213,2017-0090,1,7/15/2017,2017,7,15,5:15:00,5,GRAL PAZ,CHIVILCOY AV.,11,-58.51925642,-34.59171721,PEATON,AUTO
214,2017-0091,1,7/15/2017,2017,7,15,13:00:00,13,GRAL PAZ,SUPERI,12,-58.48671535,-34.54321216,MOTO,AUTO
215,2017-0092,1,7/24/2017,2017,7,24,22:16:01,22,AUTOPISTA,AUTOPISTA 25 DE MAYO,1,-58.38268809,-34.62282019,PEATON,AUTO
216,2017-0093,1,7/25/2017,2017,7,25,16:48:40,16,AUTOPISTA,"LUGONES, LEOPOLDO AV.",13,-58.43633522,-34.54966288,PEATON,AUTO
217,2017-0094,1,7/27/2017,2017,7,27,8:50:00,8,CALLE,"HUGO, VICTOR",10,-58.52640838,-34.61765855,BICICLETA,CARGAS
218,2017-0095,1,8/6/2017,2017,8,6,8:00:00,8,AVENIDA,CORDOBA AV.,14,-58.41894306,-34.59778875,MOTO,AUTO
219,2017-0096,1,8/7/2017,2017,8,7,19:50:00,19,AVENIDA,CABILDO AV.,13,-58.46756026,-34.54972741,PEATON,PASAJEROS
220,2017-0098,1,8/8/2017,2017,8,8,12:10:00,12,CALLE,"BONIFACIO, JOSE",7,-58.45715752,-34.63132912,PEATON,AUTO
221,2017-0099,1,8/17/2017,2017,8,17,19:45:00,19,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",14,-58.42406784,-34.56213916,BICICLETA,AUTO
222,2017-0100,1,8/21/2017,2017,8,21,7:45:00,7,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,3,-58.3967447,-34.61512051,MOTO,OBJETO FIJO
223,2017-0101,1,8/23/2017,2017,8,23,10:00:00,10,AVENIDA,"LACROZE, FEDERICO AV.",13,-58.44537508,-34.57084818,PEATON,MULTIPLE
224,2017-0102,1,8/24/2017,2017,8,24,1:10:00,1,AVENIDA,"IRIARTE, GRAL. AV.",4,-58.40056767,-34.6510708,PEATON,CARGAS
225,2017-0104,1,8/25/2017,2017,8,25,9:00:00,9,AVENIDA,9 DE JULIO AV.,1,-58.38109568,-34.61853244,PEATON,CARGAS
226,2017-0106,1,8/31/2017,2017,8,31,19:50:00,19,CALLE,FRAY JUSTO SANTAMARIA DE ORO,14,-58.42533612,-34.58035258,PEATON,PASAJEROS
227,2017-0107,1,9/1/2017,2017,9,1,11:30:00,11,AVENIDA,DEL LIBERTADOR AV.,13,-58.46062311,-34.54395182,MOTO,CARGAS
228,2017-0108,2,9/2/2017,2017,9,2,4:53:08,4,GRAL PAZ,"PAZ, GRAL. AV.",12,-58.49491054,-34.54795581,OBJETO FIJO,AUTO
229,2017-0109,1,9/4/2017,2017,9,4,21:00:00,21,AVENIDA,DIRECTORIO AV.,7,-58.47130269,-34.63665402,MOTO,AUTO
230,2017-0110,1,9/6/2017,2017,9,6,14:15:00,14,AVENIDA,LAVALLE,1,-58.370488,-34.60189492,PEATON,PASAJEROS
231,2017-0111,1,9/7/2017,2017,9,7,18:23:37,18,CALLE,USPALLATA,4,-58.42023854,-34.6423411,PEATON,CARGAS
232,2017-0112,2,9/10/2017,2017,9,10,9:32:17,9,AUTOPISTA,AUTOPISTA 25 DE MAYO,7,-58.45807401,-34.6399743,AUTO,OBJETO FIJO
233,2017-0113,1,9/11/2017,2017,9,11,6:30:00,6,AVENIDA,SANTA FE AV.,1,-58.37697717,-34.59573848,PEATON,PASAJEROS
234,2017-0114,1,9/15/2017,2017,9,15,2:30:00,2,AVENIDA,ALVEAR AV.,2,-58.3910058,-34.5849866,AUTO,OBJETO FIJO
235,2017-0115,1,9/19/2017,2017,9,19,18:52:33,18,AVENIDA,PAVON AV.,5,-58.42182126,-34.63089661,MOTO,BICICLETA
236,2017-0116,1,9/20/2017,2017,9,20,22:24:00,22,GRAL PAZ,"PAZ, GRAL. AV.",12,-58.51389422,-34.58075791,MOTO,OBJETO FIJO
237,2017-0118,1,9/22/2017,2017,9,22,7:02:09,7,AVENIDA,VIEYTES,4,-58.37585415,-34.65232158,MOTO,AUTO
238,2017-0120,1,10/2/2017,2017,10,2,15:55:33,15,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,9,-58.47297505,-34.66245085,MOTO,CARGAS
239,2017-0123,1,10/10/2017,2017,10,10,1:05:38,1,AVENIDA,ALBARI?O,8,-58.46855503,-34.67216349,PEATON,AUTO
240,2017-0124,1,10/12/2017,2017,10,12,14:40:28,14,CALLE,"RAMIREZ DE VELASCO, JUAN",15,-58.44254033,-34.59185043,MOTO,PASAJEROS
241,2017-0125,1,10/13/2017,2017,10,13,6:12:20,6,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.46622247,-34.67926929,MOTO,OBJETO FIJO
242,2017-0126,2,10/14/2017,2017,10,14,6:15:00,6,AVENIDA,RIESTRA AV.,8,-58.48003734,-34.68148508,AUTO,OBJETO FIJO
243,2017-0127,1,10/16/2017,2017,10,16,7:45:00,7,AVENIDA,GALLO,2,-58.41192137,-34.59800248,MOTO,MOTO
244,2017-0128,1,10/17/2017,2017,10,17,12:30:00,12,CALLE,"ARANGUREN, JUAN F., DR.",6,-58.44034689,-34.61349731,PEATON,PASAJEROS
245,2017-0129,1,10/26/2017,2017,10,26,19:15:15,19,AUTOPISTA,AUTOPISTA PERITO MORENO,9,-58.47155277,-34.64925746,MOTO,PASAJEROS
246,2017-0130,1,10/27/2017,2017,10,27,5:30:00,5,AVENIDA,CHORROARIN,15,-58.47883099,-34.59967065,AUTO,CARGAS
247,2017-0132,1,10/30/2017,2017,10,30,14:00:00,14,AVENIDA,COSQUIN,8,-58.46552171,-34.6937413,MOTO,PASAJEROS
248,2017-0134,1,11/6/2017,2017,11,6,18:00:00,18,AVENIDA,"ROCA, CNEL. AV.",8,-58.4423972,-34.66777987,PEATON,PASAJEROS
249,2017-0135,1,11/7/2017,2017,11,7,12:14:10,12,AVENIDA,WARNES AV.,15,-58.47032551,-34.59626814,MOTO,CARGAS
250,2017-0136,1,11/16/2017,2017,11,16,8:43:00,8,AVENIDA,BARCO CENTENERA DEL,4,-58.41827843,-34.65522746,PEATON,PASAJEROS
251,2017-0137,1,11/17/2017,2017,11,17,11:45:00,11,AVENIDA,MOSCONI GENERAL AV.,11,-58.51280715,-34.59279388,PEATON,CARGAS
252,2017-0138,1,11/19/2017,2017,11,19,10:30:00,10,AVENIDA,LAFUENTE AV.,7,-58.46258582,-34.64385704,MOTO,OBJETO FIJO
253,2017-0139,1,11/19/2017,2017,11,19,22:30:00,22,AVENIDA,"ROCA, CNEL. AV.",8,-58.45064148,-34.68003614,AUTO,OBJETO FIJO
254,2017-0140,1,11/19/2017,2017,11,19,23:22:17,23,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4,0.0,0.0,MOTO,PASAJEROS
255,2017-0141,1,11/23/2017,2017,11,23,19:45:00,19,AVENIDA,LA PLATA AV.,6,-58.42717783,-34.62513374,PEATON,PASAJEROS
256,2017-0143,1,11/25/2017,2017,11,25,21:45:00,21,CALLE,"TRELLES, MANUEL R.",11,-58.46442001,-34.60724519,AUTO,PASAJEROS
257,2017-0144,1,11/26/2017,2017,11,26,6:45:00,6,GRAL PAZ,"ROCA, CNEL. AV.",8,-58.47064556,-34.69843756,AUTO,OBJETO FIJO
258,2017-0145,1,11/26/2017,2017,11,26,17:05:00,17,CALLE,MAZA,5,-58.41677733,-34.61223119,MOTO,AUTO
259,2017-0147,1,11/28/2017,2017,11,28,11:15:00,11,GRAL PAZ,"PAZ, GRAL. AV.",9,-58.5025179,-34.67450313,MOTO,AUTO
260,2017-0148,1,11/29/2017,2017,11,29,10:45:00,10,AVENIDA,SAN JUAN AV.,3,-58.40708125,-34.62438894,PEATON,PASAJEROS
261,2017-0149,1,11/30/2017,2017,11,30,12:20:00,12,AVENIDA,PASEO COLON AV.,1,-58.36947198,-34.61477051,PEATON,PASAJEROS
262,2017-0150,1,12/4/2017,2017,12,4,1:15:00,1,AVENIDA,RIVADAVIA AV.,9,-58.51140889,-34.63934531,PEATON,AUTO
263,2017-0151,1,12/4/2017,2017,12,4,2:15:00,2,CALLE,VIEYTES,4,-58.37460912,-34.65559133,PEATON,PASAJEROS
264,2017-0152,1,12/6/2017,2017,12,6,17:30:00,17,CALLE,CACHI,4,-58.41146277,-34.65073916,BICICLETA,PASAJEROS
265,2017-0153,2,12/11/2017,2017,12,11,2:00:00,2,AVENIDA,ROSARIO,6,-58.42855267,-34.61829385,MOTO,PASAJEROS
266,2017-0154,1,12/11/2017,2017,12,11,9:15:00,9,AVENIDA,ENTRE RIOS AV.,4,-58.39035581,-34.63412287,PEATON,PASAJEROS
267,2017-0155,1,12/12/2017,2017,12,12,21:25:41,21,AVENIDA,RIVADAVIA AV.,7,-58.45593915,-34.62656868,MOTO,MOTO
268,2017-0157,1,12/17/2017,2017,12,17,9:02:00,9,GRAL PAZ,"PAZ, GRAL. AV.",9,-58.52866211,-34.64597065,AUTO,PASAJEROS
269,2017-0158,1,12/18/2017,2017,12,18,21:30:00,21,GRAL PAZ,GUALEGUAYCHU,11,-58.52037476,-34.59407024,MOTO,AUTO
270,2017-0159,1,12/20/2017,2017,12,20,4:31:27,4,AVENIDA,INDEPENDENCIA AV.,1,-58.38896772,-34.61799615,MOTO,AUTO
271,2017-0160,1,12/22/2017,2017,12,22,13:15:00,13,AVENIDA,NAZCA AV.,7,-58.47074114,-34.62771756,PEATON,MOTO
272,2017-0161,1,12/26/2017,2017,12,26,15:30:00,15,AVENIDA,"PERON, EVA AV.",9,-58.48200819,-34.65969965,PEATON,AUTO
273,2018-0001,1,1/1/2018,2018,1,1,22:50:00,22,AVENIDA,SAN JUAN AV.,3,-58.39536773,-34.62297346,PEATON,MOTO
274,2018-0002,1,1/3/2018,2018,1,3,16:40:00,16,CALLE,PERU,1,-58.37456088,-34.61895467,BICICLETA,PASAJEROS
275,2018-0003,1,1/5/2018,2018,1,5,10:12:00,10,AVENIDA,"PUEYRREDON, HONORIO, DR. AV.",15,-58.44860217,-34.60395657,PEATON,MULTIPLE
276,2018-0004,1,1/9/2018,2018,1,9,09:40:00,9,AVENIDA,DEL LIBERTADOR AV.,13,-58.46129513,-34.54332766,MOTO,MULTIPLE
277,2018-0005,1,1/9/2018,2018,1,9,22:30:00,22,AVENIDA,PASEO COLON AV.,1,-58.36907201,-34.61953517,PEATON,PASAJEROS
278,2018-0006,1,1/10/2018,2018,1,10,21:15:00,21,CALLE,VALLE,6,-58.44062219,-34.62499107,BICICLETA,PASAJEROS
279,2018-0007,1,1/11/2018,2018,1,11,02:30:00,2,AUTOPISTA,AUTOPISTA PERITO MORENO,9,-58.52502765,-34.63601265,AUTO,AUTO
280,2018-0008,1,1/12/2018,2018,1,12,17:50:00,17,AVENIDA,"HUERGO, ING. AV.",1,-58.36659655,-34.61687778,MOTO,CARGAS
281,2018-0009,1,1/14/2018,2018,1,14,2:00:00,2,AVENIDA,PILCOMAYO,4,-58.36737389,-34.62763661,MOTO,MOTO
282,2018-0010,1,1/18/2018,2018,1,18,5:10:00,5,CALLE,CERVANTES,10,-58.49807953,-34.63038658,MOTO,CARGAS
283,2018-0011,1,1/19/2018,2018,1,19,10:30:00,10,AVENIDA,CALLAO AV.,2,-58.39092703,-34.59088447,PEATON,PASAJEROS
284,2018-0012,1,1/26/2018,2018,1,26,13:30:00,13,CALLE,OLIDEN,8,-58.46912006,-34.68049201,MOTO,PASAJEROS
285,2018-0013,1,1/28/2018,2018,1,28,08:15:00,8,AVENIDA,CONGRESO AV.,12,-58.48661286,-34.56786129,MOTO,AUTO
286,2018-0014,1,1/31/2018,2018,1,31,20:00:00,20,AVENIDA,"MORENO, PERITO AV.",7,-58.44074927,-34.65080597,PEATON,MOTO
287,2018-0015,2,2/6/2018,2018,2,6,01:00:00,1,AVENIDA,AUSTRALIA AV.,4,-58.38636298,-34.64684275,MOTO,PASAJEROS
288,2018-0016,1,2/15/2018,2018,2,15,10:15:00,10,AVENIDA,DEL LIBERTADOR AV.,1,-58.37533517,-34.59276462,MOTO,CARGAS
289,2018-0017,1,2/17/2018,2018,2,17,04:15:00,4,AVENIDA,SAN PEDRITO AV.,7,-58.46963952,-34.63070603,PEATON,AUTO
290,2018-0018,1,2/17/2018,2018,2,17,07:15:00,7,CALLE,ISABEL LA CATOLICA,4,-58.37207554,-34.64543658,MOTO,CARGAS
291,2018-0019,1,2/17/2018,2018,2,17,12:30:00,12,AVENIDA,LAS HERAS GENERAL AV.,2,-58.39189441,-34.59176378,PEATON,PASAJEROS
292,2018-0020,1,2/19/2018,2018,2,19,22:00:00,22,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,8,-58.45012957,-34.66518343,MOTO,CARGAS
293,2018-0021,1,2/22/2018,2018,2,22,10:45:00,10,AVENIDA,"ALCORTA, AMANCIO AV.",4,-58.40184094,-34.64546845,PEATON,PASAJEROS
294,2018-0022,1,2/24/2018,2018,2,24,00:00:00,0,AVENIDA,"MONTES DE OCA, MANUEL AV.",4,-58.37441153,-34.63966783,MOTO,CARGAS
295,2018-0023,1,2/24/2018,2018,2,24,06:00:00,6,CALLE,BARCO CENTENERA DEL,6,-58.44110156,-34.62082399,MOTO,AUTO
296,2018-0024,1,2/28/2018,2018,2,28,23:00:00,23,AVENIDA,ALVAREZ THOMAS AV.,15,-58.47087351,-34.57827342,PEATON,CARGAS
297,2018-0025,1,3/4/2018,2018,3,4,22:30:00,22,AVENIDA,AVELLANEDA AV.,7,-58.4596221,-34.6224514,PEATON,AUTO
298,2018-0026,2,3/9/2018,2018,3,9,04:45:00,4,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.41657793,-34.65476216,AUTO,CARGAS
299,2018-0027,1,3/11/2018,2018,3,11,23:00:00,23,CALLE,CASTRO,5,-58.41911301,-34.63722107,PEATON,MOTO
300,2018-0028,1,3/13/2018,2018,3,13,15:45:00,15,AVENIDA,"BILBAO, FRANCISCO AV.",9,-58.47120586,-34.64251042,PEATON,CARGAS
301,2018-0029,1,3/15/2018,2018,3,15,18:00:00,18,AVENIDA,NAZCA AV.,11,-58.47418944,-34.62049672,MOTO,AUTO
302,2018-0030,1,3/20/2018,2018,3,20,01:30:00,1,AVENIDA,PLAZA,15,-58.46720441,-34.57905579,MOTO,MOTO
303,2018-0031,1,3/28/2018,2018,3,28,10:15:00,10,AVENIDA,GAONA AV.,11,-58.46909362,-34.6177971,MOTO,CARGAS
304,2018-0032,1,4/2/2018,2018,4,2,13:00:00,13,AVENIDA,CABILDO AV.,13,-58.44704343,-34.5688864,PEATON,PASAJEROS
305,2018-0033,1,4/7/2018,2018,4,7,7:30:00,7,AVENIDA,CAMARONES,10,-58.50535541,-34.62902048,MOTO,CARGAS
306,2018-0034,1,4/11/2018,2018,4,11,18:15:00,18,AVENIDA,SANTA FE AV.,2,-58.40021675,-34.59522198,PEATON,PASAJEROS
307,2018-0035,1,4/12/2018,2018,4,12,16:45:00,16,AVENIDA,RIVADAVIA AV.,7,-58.46325991,-34.62919627,PEATON,PASAJEROS
308,2018-0036,1,4/13/2018,2018,4,13,23:15:00,23,AVENIDA,SAN MARTIN AV.,15,-58.49471482,-34.59694755,MOTO,AUTO
309,2018-0037,1,4/18/2018,2018,4,18,18:45:00,18,AVENIDA,CORDOBA AV.,2,-58.3987261,-34.59975962,PEATON,CARGAS
310,2018-0038,2,4/20/2018,2018,4,20,17:10:00,17,AVENIDA,RIVADAVIA AV.,1,-58.38872177,-34.60885045,PEATON,AUTO
311,2018-0039,1,4/21/2018,2018,4,21,22:15:00,22,AUTOPISTA,"LUGONES, LEOPOLDO AV.",14,0.0,0.0,PEATON,AUTO
312,2018-0040,1,4/27/2018,2018,4,27,11:00:00,11,CALLE,"FREIRE, RAMON, CAP. GRAL.",13,-58.45686132,-34.57305993,PEATON,CARGAS
313,2018-0041,1,4/27/2018,2018,4,27,13:30:00,13,AVENIDA,LA PLATA AV.,4,-58.42281627,-34.64282424,PEATON,PASAJEROS
314,2018-0042,1,4/27/2018,2018,4,27,18:43:00,18,CALLE,BRANDSEN,4,-58.38666024,-34.63953396,MOTO,CARGAS
315,2018-0043,1,4/28/2018,2018,4,28,06:30:00,6,AVENIDA,"VILARDEBO, TEODORO",11,-58.49122843,-34.61207587,MOTO,AUTO
316,2018-0044,1,4/28/2018,2018,4,28,09:00:00,9,AVENIDA,ALBERTI,3,-58.40098306,-34.61866627,PEATON,AUTO
317,2018-0045,1,4/30/2018,2018,4,30,07:00:00,7,AVENIDA,ALVAREZ THOMAS AV.,13,-58.45448963,-34.5791692,AUTO,CARGAS
318,2018-0046,1,5/2/2018,2018,5,2,03:15:00,3,GRAL PAZ,"PAZ, GRAL. AV.",9,-58.52927982,-34.63931752,PEATON,AUTO
319,2018-0047,1,5/8/2018,2018,5,8,19:00:00,19,AVENIDA,CORRIENTES AV.,15,-58.44759966,-34.5917024,PEATON,PASAJEROS
320,2018-0048,1,5/9/2018,2018,5,9,10:30:00,10,AVENIDA,RIVADAVIA AV.,7,-58.46411215,-34.62925068,PEATON,PASAJEROS
321,2018-0049,1,5/11/2018,2018,5,11,19:15:00,19,CALLE,QUESADA,13,-58.4621322,-34.55395823,PEATON,AUTO
322,2018-0050,1,5/14/2018,2018,5,14,18:45:00,18,AVENIDA,CABILDO AV.,13,-58.45669422,-34.5620361,PEATON,PASAJEROS
323,2018-0051,1,5/15/2018,2018,5,15,21:15:00,21,CALLE,CALIFORNIA,4,-58.3597716,-34.64341878,PEATON,AUTO
324,2018-0052,1,5/18/2018,2018,5,18,20:30:00,20,AVENIDA,"CARRIL, SALVADOR MARIA DEL AV.",15,-58.49820145,-34.59070093,PEATON,PASAJEROS
325,2018-0053,1,5/20/2018,2018,5,20,02:30:00,2,CALLE,SAN LUIS,3,-58.4105928,-34.5993918,MOTO,AUTO
326,2018-0054,1,5/22/2018,2018,5,22,11:15:00,11,CALLE,LUGONES,12,-58.47969138,-34.57121563,PEATON,BICICLETA
327,2018-0055,1,5/29/2018,2018,5,29,7:30:00,7,AVENIDA,INDEPENDENCIA AV.,3,-58.40351561,-34.61883916,MOTO,AUTO
328,2018-0056,1,6/2/2018,2018,6,2,13:00:00,13,AVENIDA,RIVADAVIA AV.,9,-58.51973844,-34.63918987,PEATON,PASAJEROS
329,2018-0057,1,6/3/2018,2018,6,3,3:30:00,3,CALLE,COMBATE DE LOS POZOS,3,-58.39311376,-34.62163006,MOTO,PASAJEROS
330,2018-0058,1,6/3/2018,2018,6,3,6:30:00,6,AVENIDA,CORDOBA AV.,15,-58.43531242,-34.59082159,MOTO,AUTO
331,2018-0059,1,6/8/2018,2018,6,8,6:20:00,6,AVENIDA,"GARAY, JUAN DE AV.",5,-58.41178165,-34.63035454,MOTO,OTRO
332,2018-0060,1,6/8/2018,2018,6,8,12:50:00,12,AVENIDA,LAVALLE,1,-58.370488,-34.60189492,PEATON,PASAJEROS
333,2018-0061,1,6/10/2018,2018,6,10,11:15:00,11,CALLE,ESTADOS UNIDOS,3,-58.39883882,-34.61964833,MOTO,MOTO
334,2018-0062,1,6/14/2018,2018,6,14,1:00:00,1,CALLE,ROSARIO,6,-58.44110156,-34.62082399,PEATON,CARGAS
335,2018-0063,1,6/16/2018,2018,6,16,21:15:00,21,AVENIDA,"ALEM, LEANDRO N. AV.",1,-58.37093138,-34.59952725,PEATON,PASAJEROS
336,2018-0064,1,6/25/2018,2018,6,25,1:15:00,1,AVENIDA,VARELA AV.,7,-58.45855262,-34.63953253,AUTO,CARGAS
337,2018-0065,1,6/26/2018,2018,6,26,17:30:00,17,CALLE,"PELLEGRINI, CARLOS",1,-58.38161909,-34.59283447,MOTO,CARGAS
338,2018-0066,1,6/28/2018,2018,6,28,11:00:00,11,AVENIDA,CORRIENTES AV.,15,-58.45511899,-34.58698157,PEATON,PASAJEROS
339,2018-0067,1,6/29/2018,2018,6,29,16:15:00,16,AVENIDA,"MONTES DE OCA, MANUEL AV.",4,-58.37724226,-34.62973033,PASAJEROS,AUTO
340,2018-0068,1,7/1/2018,2018,7,1,9:00:00,9,AVENIDA,CARABOBO AV.,7,-58.45546217,-34.62930339,MOTO,AUTO
