,ID_HECHO,NUM_VICTIMAS,FECHA,AÑO,MES,DÍA,HORA,HH,TIPO_DE_CALLE,CALLE,COMUNA,POS X,POS Y,VICTIMA,ACUSADO
341,2018-0069,1,7/4/2018,2018,7,4,21:45:00,21,AVENIDA,CORDOBA AV.,2,-58.39897064,-34.59954925,BICICLETA,PASAJEROS
342,2018-0070,1,7/7/2018,2018,7,7,15:45:00,15,CALLE,ESTADOS UNIDOS,3,-58.40917826,-34.62126274,MOTO,PASAJEROS
343,2018-0071,1,7/10/2018,2018,7,10,17:50:00,17,AVENIDA,MORENO,1,-58.36726348,-34.61099738,MOTO,CARGAS
344,2018-0072,1,7/11/2018,2018,7,11,13:15:00,13,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,8,-58.48267426,-34.68454456,MOTO,CARGAS
345,2018-0073,1,7/11/2018,2018,7,11,15:45:00,15,AVENIDA,"IRIARTE, GRAL. AV.",4,-58.39546165,-34.65168841,PEATON,CARGAS
346,2018-0074,1,7/14/2018,2018,7,14,6:04:00,6,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",7,-58.46941984,-34.63376545,AUTO,CARGAS
347,2018-0075,1,7/15/2018,2018,7,15,7:30:00,7,AVENIDA,DEL LIBERTADOR AV.,14,-58.40367321,-34.58129246,PEATON,AUTO
348,2018-0076,1,7/16/2018,2018,7,16,9:30:00,9,CALLE,"CHAVEZ, JORGE",9,-58.52932872,-34.65014993,AUTO,CARGAS
349,2018-0077,1,7/16/2018,2018,7,16,23:15:00,23,CALLE,"URQUIZA, GRAL.",3,-58.40917826,-34.62126274,AUTO,CARGAS
350,2018-0078,1,7/21/2018,2018,7,21,6:15:00,6,CALLE,PARAGUAY,2,-58.41264127,-34.59473294,PEATON,AUTO
351,2018-0079,1,7/23/2018,2018,7,23,7:15:00,7,GRAL PAZ,DE LOS CORRALES AV.,9,-58.50877521,-34.66977709,PEATON,CARGAS
352,2018-0080,1,7/25/2018,2018,7,25,22:22:00,22,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",9,-58.51232237,-34.6590353,PEATON,AUTO
353,2018-0081,1,7/29/2018,2018,7,29,6:30:00,6,AVENIDA,CASTANARES AV.,7,-58.44744156,-34.64567171,PEATON,MULTIPLE
354,2018-0082,1,8/1/2018,2018,8,1,15:53:00,15,AVENIDA,LARRAZABAL,9,-58.49441273,-34.65869968,MOTO,CARGAS
355,2018-0083,1,8/2/2018,2018,8,2,5:20:00,5,GRAL PAZ,"PAZ, GRAL. AV.",8,-58.47976785,-34.69153196,MOTO,CARGAS
356,2018-0084,1,8/3/2018,2018,8,3,7:25:00,7,AVENIDA,"MOREAU DE JUSTO, ALICIA AV.",1,-58.36523349,-34.62260331,PEATON,CARGAS
357,2018-0085,2,8/3/2018,2018,8,3,18:16:00,18,AVENIDA,ENTRE RIOS AV.,3,-58.39118948,-34.62704273,MOTO,PASAJEROS
358,2018-0086,1,8/10/2018,2018,8,10,21:44:00,21,AVENIDA,DIRECTORIO AV.,9,-58.49019551,-34.65015854,PEATON,PASAJEROS
359,2018-0087,1,8/15/2018,2018,8,15,19:20:00,19,AVENIDA,PAVON AV.,5,-58.41644362,-34.63023775,PEATON,PASAJEROS
360,2018-0088,1,8/17/2018,2018,8,17,16:36:00,16,GRAL PAZ,"PAZ, GRAL. AV.",12,-58.5007381,-34.5497951,MOTO,CARGAS
361,2018-0089,1,8/17/2018,2018,8,17,17:56:00,17,AVENIDA,PICHINCHA AV.,4,-58.39626094,-34.63036565,PEATON,PASAJEROS
362,2018-0090,1,8/18/2018,2018,8,18,10:34:00,10,AVENIDA,27 DE FEBRERO AV.,8,-58.43284809,-34.67051543,MOTO,AUTO
363,2018-0091,1,8/19/2018,2018,8,19,18:47:00,18,AUTOPISTA,AUTOPISTA PERITO MORENO,9,-58.52280139,-34.63659934,AUTO,AUTO
364,2018-0092,1,8/20/2018,2018,8,20,08:20:00,8,AVENIDA,CORDOBA AV.,14,-58.4233693,-34.59774487,MOTO,AUTO
365,2018-0093,1,8/20/2018,2018,8,20,08:41:00,8,CALLE,15 DE NOVIEMBRE DE 1889,1,-58.38691681,-34.63105973,PEATON,PASAJEROS
366,2018-0094,1,8/23/2018,2018,8,23,05:35:00,5,CALLE,"SALGUERO, JERONIMO",14,-58.4116902,-34.5857988,MOTO,PASAJEROS
367,2018-0095,1,8/26/2018,2018,8,26,00:59:00,0,AVENIDA,LACARRA AV.,9,-58.46739825,-34.65117757,AUTO,AUTO
368,2018-0096,1,8/31/2018,2018,8,31,22:20:00,22,AUTOPISTA,AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA,8,-58.44483258,-34.67152226,PEATON,AUTO
369,2018-0097,1,9/2/2018,2018,9,2,10:50:00,10,AVENIDA,VARELA AV.,8,-58.43254025,-34.66128115,AUTO,OTRO
370,2018-0098,2,9/9/2018,2018,9,9,05:00:00,5,GRAL PAZ,"PAZ, GRAL. AV.",8,-58.47199387,-34.69640164,AUTO,AUTO
371,2018-0099,1,9/12/2018,2018,9,12,14:25:00,14,AVENIDA,RIVADAVIA AV.,7,-58.46411215,-34.62925068,PEATON,PASAJEROS
372,2018-0100,1,9/20/2018,2018,9,20,10:30:00,10,AVENIDA,"RAWSON DE DELLEPIANE, ELVIRA AV.",1,-58.36217754,-34.62367156,MOTO,AUTO
373,2018-0101,1,9/21/2018,2018,9,21,00:15:00,0,GRAL PAZ,"PAZ, GRAL. AV.",12,-58.48098594,-34.5407313,AUTO,MULTIPLE
374,2018-0102,1,9/21/2018,2018,9,21,00:30:00,0,CALLE,FAMATINA,4,-58.41083404,-34.64640709,MOTO,AUTO
375,2018-0103,1,9/27/2018,2018,9,27,17:51:00,17,AVENIDA,CASTA?ARES AV.,7,-58.44609828,-34.64446729,PEATON,MOTO
376,2018-0104,1,10/1/2018,2018,10,1,8:58:00,8,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4,-58.37709334,-34.64035082,MOTO,MOTO
377,2018-0105,1,10/3/2018,2018,10,3,18:12:00,18,AVENIDA,NAZCA AV.,7,-58.46963952,-34.63070603,PEATON,PASAJEROS
378,2018-0106,1,10/4/2018,2018,10,4,22:02:00,22,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",13,-58.43674281,-34.55161027,MOTO,MOTO
379,2018-0107,1,10/6/2018,2018,10,6,14:20:00,14,AVENIDA,RIVADAVIA AV.,3,-58.4059686,-34.61011987,PEATON,PASAJEROS
380,2018-0108,1,10/9/2018,2018,10,9,14:00:00,14,AVENIDA,DE LOS ITALIANOS AV.,1,-58.36154069,-34.60463618,MOTO,AUTO
381,2018-0109,1,10/10/2018,2018,10,10,22:12:00,22,AVENIDA,TUCUMAN,1,-58.37062179,-34.60066507,PEATON,PASAJEROS
382,2018-0110,1,10/13/2018,2018,10,13,03:05:00,3,AVENIDA,CORRIENTES AV.,15,-58.43220014,-34.60207186,PEATON,MOTO
383,2018-0111,1,10/19/2018,2018,10,19,12:13:00,12,AUTOPISTA,AUTOPISTA PERITO MORENO,9,-58.46958442,-34.64949724,MOTO,CARGAS
384,2018-0112,1,10/24/2018,2018,10,24,09:18:00,9,CALLE,MU?ECAS,15,-58.44671397,-34.59970903,MOTO,CARGAS
385,2018-0113,1,10/25/2018,2018,10,25,11:00:00,11,CALLE,"ARTIGAS, JOSE GERVASIO, GRAL.",11,-58.47152163,-34.61474911,MOTO,CARGAS
386,2018-0114,1,10/30/2018,2018,10,30,02:15:00,2,AVENIDA,SOLIS,1,-58.39032921,-34.61807951,MOTO,AUTO
387,2018-0115,1,10/31/2018,2018,10,31,12:30:00,12,CALLE,"BOSCH, VENTURA",9,-58.52887773,-34.64297861,PEATON,PASAJEROS
388,2018-0116,1,11/1/2018,2018,11,1,10:50:00,10,GRAL PAZ,"PAZ, GRAL. AV.",8,-58.49371157,-34.67981324,PEATON,CARGAS
389,2018-0117,1,11/4/2018,2018,11,4,8:15:00,8,AVENIDA,"PERON, EVA AV.",9,-58.48266599,-34.66012327,MOTO,MOTO
390,2018-0118,1,11/5/2018,2018,11,5,14:49:00,14,AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL",3,-58.40612253,-34.60774301,PEATON,MOTO
391,2018-0119,1,11/5/2018,2018,11,5,22:35:00,22,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",8,-58.43613623,-34.66292532,PEATON,AUTO
392,2018-0120,1,11/9/2018,2018,11,9,13:34:00,13,AVENIDA,MONROE,12,-58.48250732,-34.57208238,PEATON,AUTO
393,2018-0121,1,11/9/2018,2018,11,9,16:32:00,16,AVENIDA,RIVADAVIA AV.,10,-58.49945705,-34.6374328,PEATON,PASAJEROS
394,2018-0122,1,11/12/2018,2018,11,12,01:00:00,1,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,8,-58.47743966,-34.67233407,AUTO,AUTO
395,2018-0123,1,11/12/2018,2018,11,12,03:32:00,3,GRAL PAZ,"PAZ, GRAL. AV.",9,-58.5025179,-34.67450313,AUTO,AUTO
396,2018-0124,1,11/15/2018,2018,11,15,19:40:00,19,AUTOPISTA,AUTOPISTA PERITO MORENO,9,-58.52144411,-34.63682499,CARGAS,CARGAS
397,2018-0125,1,11/16/2018,2018,11,16,21:12:00,21,AVENIDA,SAENZ AV.,4,-58.41650465,-34.65084045,PEATON,PASAJEROS
398,2018-0126,1,11/18/2018,2018,11,18,12:11:00,12,GRAL PAZ,"PAZ, GRAL. AV.",9,-58.52994219,-34.64055918,MOTO,AUTO
399,2018-0127,1,11/19/2018,2018,11,19,09:14:00,9,GRAL PAZ,"PAZ, GRAL. AV.",12,-58.50993046,-34.56919739,MOTO,MOTO
400,2018-0128,2,11/25/2018,2018,11,25,04:30:00,4,GRAL PAZ,"PAZ, GRAL. AV.",9,-58.52844623,-34.64592873,AUTO,PASAJEROS
401,2018-0129,1,11/28/2018,2018,11,28,04:01:00,4,AVENIDA,"NEWBERY, JORGE AV.",15,-58.45021367,-34.58695347,MOTO,PASAJEROS
402,2018-0130,1,12/3/2018,2018,12,3,03:00:00,3,AVENIDA,GAONA AV.,10,-58.49022072,-34.62770192,MOTO,PASAJEROS
403,2018-0131,1,12/7/2018,2018,12,7,19:10:00,19,AVENIDA,"MADERO, EDUARDO AV.",1,-58.36860866,-34.60106568,MOTO,CARGAS
404,2018-0132,1,12/12/2018,2018,12,12,08:26:00,8,AUTOPISTA,AUTOPISTA ARTURO ILLIA,2,-58.39490504,-34.57241534,PEATON,CARGAS
405,2018-0133,1,12/12/2018,2018,12,12,14:07:00,14,AVENIDA,NAZCA AV.,7,-58.46963952,-34.63070603,PEATON,CARGAS
406,2018-0134,1,12/12/2018,2018,12,12,21:00:00,21,AVENIDA,LA PLATA AV.,7,-58.42349365,-34.64019887,PEATON,MOTO
407,2018-0135,1,12/18/2018,2018,12,18,14:40:00,14,AVENIDA,BELGRANO AV.,1,-58.37471802,-34.61265002,PEATON,PASAJEROS
408,2018-0136,1,12/18/2018,2018,12,18,15:42:00,15,AVENIDA,RIVADAVIA AV.,7,-58.46438789,-34.62913916,PEATON,PASAJEROS
409,2018-0137,1,12/18/2018,2018,12,18,20:15:00,20,CALLE,"ALSINA, ADOLFO",1,-58.38481975,-34.61100424,MOTO,PASAJEROS
410,2018-0138,1,12/21/2018,2018,12,21,09:30:00,9,CALLE,BERMUDEZ,10,-58.50751833,-34.62073702,PASAJEROS,PASAJEROS
411,2018-0139,1,12/22/2018,2018,12,22,06:30:00,6,CALLE,SANTANDER,7,-58.44682986,-34.63888084,MOTO,MOTO
412,2018-0140,1,12/22/2018,2018,12,22,8:05:00,8,CALLE,LANTERI JULIETA,1,-58.3600465,-34.61381341,AUTO,AUTO
413,2018-0141,1,12/22/2018,2018,12,22,17:40:00,17,AVENIDA,MAZA,5,-58.41509546,-34.62085945,PEATON,MOTO
414,2018-0142,1,12/25/2018,2018,12,25,13:30:00,13,GRAL PAZ,"PAZ, GRAL. AV.",12,-58.50997604,-34.57251072,CARGAS,PASAJEROS
415,2018-0143,1,12/29/2018,2018,12,29,05:25:00,5,AVENIDA,OLIVERA AV.,10,-58.48606475,-34.64047818,MOTO,AUTO
416,2019-0001,1,1/8/2019,2019,1,8,8:30:00,8,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",2,-58.38526125,-34.5780581,MOTO,CARGAS
417,2019-0002,1,1/9/2019,2019,1,9,4:00:00,4,AVENIDA,CASTA?ARES AV.,7,-58.45463662,-34.65082149,AUTO,CARGAS
418,2019-0003,1,1/12/2019,2019,1,12,8:00:00,8,AVENIDA,SAN MARTIN AV.,15,-58.49121672,-34.59718073,MOTO,AUTO
419,2019-0004,1,1/14/2019,2019,1,14,19:58:00,19,AVENIDA,"PERON, EVA AV.",9,-58.47325712,-34.65284605,AUTO,PASAJEROS
420,2019-0005,1,1/19/2019,2019,1,19,12:00:00,12,AVENIDA,"JUSTO, JUAN B. AV.",10,-58.52108101,-34.63382309,MOTO,CARGAS
421,2019-0006,1,1/23/2019,2019,1,23,5:45:00,5,AVENIDA,"OBLIGADO RAFAEL, AV.COSTANERA",14,-58.41652702,-34.55509606,PEATON,AUTO
422,2019-0007,1,1/26/2019,2019,1,26,19:34:00,19,CALLE,"MITRE, BARTOLOME",5,-58.42891604,-34.6107166,MOTO,AUTO
423,2019-0008,1,1/30/2019,2019,1,30,22:45:00,22,GRAL PAZ,"PAZ, GRAL. AV.",8,-58.47802293,-34.69156793,MOTO,MULTIPLE
424,2019-0009,1,1/31/2019,2019,1,31,14:55:00,14,AVENIDA,CHACABUCO,1,-58.37564821,-34.62200207,MOTO,AUTO
425,2019-0010,2,2/2/2019,2019,2,2,7:50:00,7,AVENIDA,DEL LIBERTADOR AV.,14,-58.42668489,-34.56961468,PEATON,AUTO
426,2019-0011,1,2/10/2019,2019,2,10,1:00:00,1,GRAL PAZ,"PAZ, GRAL. AV.",9,-58.5183993,-34.66252488,PEATON,AUTO
427,2019-0012,1,2/17/2019,2019,2,17,3:16:00,3,AVENIDA,CASTA?ARES AV.,8,-58.48432691,-34.67665828,MOTO,AUTO
428,2019-0013,1,2/20/2019,2019,2,20,7:30:00,7,CALLE,SALVIGNY,7,-58.4338383,-34.64457699,PEATON,AUTO
429,2019-0014,1,2/20/2019,2019,2,20,17:30:00,17,CALLE,"LAMARCA, EMILIO",11,-58.51664939,-34.58657938,MOTO,OBJETO FIJO
430,2019-0015,1,2/23/2019,2019,2,23,6:57:00,6,AVENIDA,SAN MARTIN AV.,11,-58.49613012,-34.59703502,AUTO,OBJETO FIJO
431,2019-0016,1,2/24/2019,2019,2,24,2:00:00,2,CALLE,"CARRILLO, RAMON, DR.",4,-58.38313603,-34.63356284,MOTO,PASAJEROS
432,2019-0017,1,3/3/2019,2019,3,3,7:00:00,7,CALLE,MEXICO,3,-58.39914719,-34.61632317,AUTO,PASAJEROS
433,2019-0018,1,3/3/2019,2019,3,3,23:30:00,23,AUTOPISTA,"CANTILO, INT.",13,-58.44927253,-34.54048625,PEATON,AUTO
434,2019-0019,1,3/6/2019,2019,3,6,12:00:00,12,AVENIDA,DEL LIBERTADOR AV.,13,-58.45049163,-34.55374003,MOTO,AUTO
435,2019-0020,1,3/7/2019,2019,3,7,21:01:00,21,AVENIDA,CHICLANA AV.,5,-58.41288952,-34.63572989,MOTO,AUTO
436,2019-0021,1,3/15/2019,2019,3,15,22:50:00,22,AVENIDA,BOYACA AV.,7,-58.45743597,-34.62561234,MOTO,AUTO
437,2019-0022,1,3/15/2019,2019,3,15,0:00:00,0,AVENIDA,ENTRE RIOS AV.,1,-58.39123782,-34.62352245,AUTO,AUTO
438,2019-0023,1,3/16/2019,2019,3,16,8:28:00,8,GRAL PAZ,"PAZ, GRAL. AV.",9,-58.52922765,-34.63637963,AUTO,OBJETO FIJO
439,2019-0024,1,3/19/2019,2019,3,19,7:12:00,7,AVENIDA,ANTARTIDA ARGENTINA AV.,1,-58.37208118,-34.58541957,MOTO,CARGAS
440,2019-0025,1,3/22/2019,2019,3,22,13:10:00,13,CALLE,"MITRE, BARTOLOME",5,-58.41458534,-34.60937557,PEATON,AUTO
441,2019-0026,1,3/28/2019,2019,3,28,7:32:00,7,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.47976785,-34.69153196,PEATON,PASAJEROS
442,2019-0027,1,3/28/2019,2019,3,28,11:11:00,11,AVENIDA,SANTA FE AV.,2,-58.39990285,-34.59511714,BICICLETA,MULTIPLE
443,2019-0028,1,4/6/2019,2019,4,6,9:15:00,9,AVENIDA,"JUSTO, JUAN B. AV.",11,-58.46051346,-34.60588536,PEATON,PASAJEROS
444,2019-0029,1,4/7/2019,2019,4,7,10:15:00,10,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.47976785,-34.69153196,MOTO,OBJETO FIJO
445,2019-0030,1,4/9/2019,2019,4,9,16:00:00,16,CALLE,"ALVAREZ, DONATO, TTE. GRAL.",7,-58.45457546,-34.62447891,MOTO,CARGAS
446,2019-0031,1,4/12/2019,2019,4,12,19:55:00,19,AVENIDA,CORDOBA AV.,1,-58.36951669,-34.59832047,BICICLETA,CARGAS
447,2019-0032,1,4/16/2019,2019,4,16,11:00:00,11,AVENIDA,CAMARONES,11,-58.46415322,-34.6044379,PEATON,AUTO
448,2019-0033,1,4/18/2019,2019,4,18,1:00:00,1,AUTOPISTA,AUTOPISTA 25 DE MAYO,1,-58.36607137,-34.62150748,MOTO,AUTO
449,2019-0034,1,4/21/2019,2019,4,21,9:08:00,9,AVENIDA,"MORENO, PERITO AV.",7,-58.45537373,-34.65093074,MOTO,OBJETO FIJO
450,2019-0035,1,4/23/2019,2019,4,23,14:10:00,14,CALLE,SUIPACHA,1,-58.37942637,-34.60053054,PEATON,BICICLETA
451,2019-0036,1,4/26/2019,2019,4,26,22:46:00,22,CALLE,RIGLOS,6,-58.4368044,-34.62147504,MOTO,AUTO
452,2019-0037,1,5/1/2019,2019,5,1,23:10:00,23,AVENIDA,LA RIOJA,3,-58.40778291,-34.61971907,MOTO,AUTO
453,2019-0038,1,5/4/2019,2019,5,4,14:10:00,14,AVENIDA,"UDAONDO, GUILLERMO AV.",13,-58.45212523,-34.54628513,PEATON,MOTO
454,2019-0039,1,5/9/2019,2019,5,9,3:05:00,3,AVENIDA,SAN PEDRITO AV.,7,-58.46749188,-34.63551751,MOTO,AUTO
455,2019-0040,1,5/9/2019,2019,5,9,12:45:00,12,CALLE,PUAN,7,-58.4426358,-34.63679732,MOTO,AUTO
456,2019-0041,1,5/11/2019,2019,5,11,20:30:00,20,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",9,-58.51140289,-34.65846419,AUTO,MULTIPLE
457,2019-0042,1,5/14/2019,2019,5,14,15:00:00,15,CALLE,LIMA,1,-58.38211431,-34.62465368,PEATON,PASAJEROS
458,2019-0043,1,5/21/2019,2019,5,21,9:00:00,9,AVENIDA,CORDOBA AV.,1,-58.36951669,-34.59832047,BICICLETA,CARGAS
459,2019-0044,1,5/27/2019,2019,5,27,12:45:00,12,AVENIDA,BOEDO AV.,5,-58.41635217,-34.62036547,PEATON,MOTO
460,2019-0045,1,6/3/2019,2019,6,3,7:27:00,7,AVENIDA,DEL LIBERTADOR AV.,14,-58.41316147,-34.57579669,MOTO,CARGAS
461,2019-0046,1,6/4/2019,2019,6,4,9:00:00,9,GRAL PAZ,"PAZ, GRAL. AV.",13,-58.47617802,-34.53825652,MOTO,AUTO
462,2019-0047,1,6/6/2019,2019,6,6,10:00:00,10,AVENIDA,CASEROS AV.,4,-58.38641783,-34.63330028,PEATON,CARGAS
463,2019-0048,1,6/7/2019,2019,6,7,7:00:00,7,AVENIDA,AVELLANEDA AV.,6,-58.45322169,-34.62038137,MOTO,CARGAS
464,2019-0049,1,6/8/2019,2019,6,8,9:20:00,9,CALLE,CIUDAD DE LA PAZ,13,-58.45849057,-34.56166498,PEATON,CARGAS
465,2019-0050,1,6/8/2019,2019,6,8,23:35:00,23,AVENIDA,"SALGUERO, JERONIMO",14,-58.41829559,-34.59411677,MOTO,CARGAS
466,2019-0051,1,6/11/2019,2019,6,11,10:00:00,10,CALLE,"FILIBERTO, JUAN DE DIOS",4,-58.36376488,-34.63832093,MOTO,AUTO
467,2019-0053,1,6/14/2019,2019,6,14,17:20:00,17,AVENIDA,ASTURIAS AV.,8,-58.46442668,-34.66004784,AUTO,AUTO
468,2019-0054,1,6/20/2019,2019,6,20,3:00:00,3,CALLE,GANDARA,15,-58.48222035,-34.58428769,MOTO,OBJETO FIJO
469,2019-0055,1,6/20/2019,2019,6,20,19:45:00,19,AVENIDA,"GUEVARA, TRINIDAD",1,-58.36819005,-34.60283208,MOTO,PASAJEROS
470,2019-0056,1,6/29/2019,2019,6,29,17:16:00,17,AVENIDA,BOYACA AV.,7,-58.45877601,-34.62330939,PEATON,AUTO
471,2019-0057,1,7/5/2019,2019,7,5,19:00:00,19,CALLE,ARTILLEROS,13,-58.44196498,-34.55760517,PEATON,AUTO
472,2019-0058,1,7/10/2019,2019,7,10,9:20:00,9,AUTOPISTA,AUTOPISTA PERITO MORENO,10,-58.50622631,-34.63627822,MOTO,PASAJEROS
473,2019-0059,1,7/13/2019,2019,7,13,22:35:00,22,CALLE,15 DE NOVIEMBRE DE 1889,1,-58.3841088,-34.63099197,MOTO,PASAJEROS
474,2019-0060,1,7/17/2019,2019,7,17,11:20:00,11,AVENIDA,"ACOSTA, MARIANO AV.",10,-58.48100602,-34.63504312,PEATON,AUTO
475,2019-0061,1,7/17/2019,2019,7,17,18:40:00,18,CALLE,11 DE SEPTIEMBRE DE 1888,13,-58.45200171,-34.5578132,PEATON,PASAJEROS
476,2019-0062,1,8/1/2019,2019,8,1,23:00:00,23,AVENIDA,"PINO, VIRREY DEL",13,-58.44462132,-34.56201105,PEATON,PASAJEROS
477,2019-0063,1,8/4/2019,2019,8,4,1:30:00,1,AVENIDA,FOREST AV.,15,-58.45220688,-34.58711712,MOTO,PASAJEROS
478,2019-0064,1,8/6/2019,2019,8,6,3:15:00,3,AVENIDA,BOYACA AV.,7,-58.4596221,-34.6224514,MOTO,AUTO
479,2019-0065,1,8/8/2019,2019,8,8,16:45:00,16,CALLE,BARCO CENTENERA DEL,4,-58.4197085,-34.65414867,PEATON,PASAJEROS
480,2019-0066,1,8/11/2019,2019,8,11,21:15:00,21,AVENIDA,RIESTRA AV.,7,-58.44187596,-34.64938031,PEATON,AUTO
481,2019-0067,1,8/14/2019,2019,8,14,15:00:00,15,CALLE,"CASTRO, EMILIO",10,-58.49101637,-34.64276621,MOTO,CARGAS
482,2019-0068,1,8/14/2019,2019,8,14,17:40:00,17,AVENIDA,27 DE FEBRERO AV.,8,-58.42493829,-34.66256502,MOTO,MOTO
483,2019-0069,1,8/17/2019,2019,8,17,5:25:00,5,AVENIDA,"GARAY, JUAN DE AV.",4,-58.40489318,-34.62930162,MOTO,AUTO
484,2019-0070,1,8/22/2019,2019,8,22,12:30:00,12,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",14,-58.4268668,-34.59217875,MOTO,BICICLETA
485,2019-0071,1,8/27/2019,2019,8,27,11:30:00,11,AVENIDA,PRIMERA JUNTA,9,-58.479611,-34.65620398,PEATON,CARGAS
486,2019-0072,1,8/28/2019,2019,8,28,6:20:00,6,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",10,-58.47439934,-34.63524207,AUTO,AUTO
487,2019-0073,1,8/29/2019,2019,8,29,1:50:00,1,AVENIDA,ALVAREZ THOMAS AV.,15,-58.46711912,-34.57926018,AUTO,OBJETO FIJO
488,2019-0074,1,8/29/2019,2019,8,29,9:00:00,9,AUTOPISTA,"LUGONES, LEOPOLDO AV.",13,-58.46514781,-34.53465378,MOTO,CARGAS
489,2019-0075,1,8/30/2019,2019,8,30,23:20:00,23,CALLE,SAN ANTONIO,4,-58.37571078,-34.65584079,MOTO,PASAJEROS
490,2019-0076,1,9/5/2019,2019,9,5,18:00:00,18,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4,-58.37157668,-34.65429986,MOTO,CARGAS
491,2019-0077,1,9/8/2019,2019,9,8,3:40:00,3,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",14,-58.39811256,-34.58070186,PEATON,AUTO
492,2019-0078,1,9/12/2019,2019,9,12,8:25:00,8,AVENIDA,"EINSTEIN, ALBERTO",4,-58.41125934,-34.6541774,PEATON,CARGAS
493,2019-0079,1,9/17/2019,2019,9,17,5:30:00,5,CALLE,AGRELO,5,-58.41822901,-34.61866836,MOTO,PASAJEROS
494,2019-0080,1,9/17/2019,2019,9,17,18:40:00,18,GRAL PAZ,CABILDO AV.,13,-58.47617802,-34.53825652,PEATON,MOTO
495,2019-0081,1,9/23/2019,2019,9,23,16:00:00,16,AVENIDA,ELCANO AV.,15,-58.46141281,-34.58623761,PEATON,PASAJEROS
496,2019-0082,1,9/25/2019,2019,9,25,7:45:00,7,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",8,-58.42985146,-34.6611974,BICICLETA,CARGAS
497,2019-0083,1,9/26/2019,2019,9,26,8:00:00,8,CALLE,MONTE,9,-58.48457413,-34.6583909,AUTO,AUTO
498,2019-0084,1,9/27/2019,2019,9,27,11:45:00,11,CALLE,TANDIL,7,-58.46572884,-34.63628186,BICICLETA,CARGAS
499,2019-0085,1,10/9/2019,2019,10,9,22:18:00,22,CALLE,CARDOSO,10,-58.49261744,-34.6341913,BICICLETA,TREN
500,2019-0086,1,10/15/2019,2019,10,15,14:10:00,14,AVENIDA,CORRIENTES AV.,15,-58.45283186,-34.5884156,MOTO,PASAJEROS
501,2019-0087,1,10/21/2019,2019,10,21,21:00:00,21,AVENIDA,ALVAREZ THOMAS AV.,12,-58.47973681,-34.57418656,MOTO,MOTO
502,2019-0088,1,10/22/2019,2019,10,22,20:00:00,20,AVENIDA,"ALCORTA, AMANCIO AV.",4,-58.40623949,-34.65076549,PEATON,PASAJEROS
503,2019-0089,1,10/23/2019,2019,10,23,15:45:00,15,AVENIDA,"BROWN, ALTE. AV.",4,-58.36244648,-34.63107887,PEATON,CARGAS
504,2019-0090,1,10/24/2019,2019,10,24,18:26:00,18,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",9,-58.49962423,-34.64868027,PEATON,MOTO
505,2019-0091,1,11/1/2019,2019,11,1,20:50:00,20,AVENIDA,"JUSTO, JUAN B. AV.",15,-58.44551437,-34.59559816,PEATON,PASAJEROS
506,2019-0092,1,11/3/2019,2019,11,3,10:30:00,10,CALLE,"BRIN, MINISTRO",4,-58.35608181,-34.63420319,PEATON,PASAJEROS
507,2019-0093,1,11/13/2019,2019,11,13,11:50:00,11,AVENIDA,NIZA,11,-58.46483679,-34.60907662,BICICLETA,OTRO
508,2019-0094,1,11/18/2019,2019,11,18,14:00:00,14,CALLE,CAMARGO,15,-58.44368628,-34.59724326,MOTO,OTRO
509,2019-0095,1,11/20/2019,2019,11,20,15:30:00,15,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,1,-58.37864583,-34.62907067,MOTO,CARGAS
510,2019-0096,1,11/22/2019,2019,11,22,19:33:00,19,AVENIDA,CASEROS AV.,1,-58.37560352,-34.62726382,PEATON,PASAJEROS
511,2019-0097,1,11/25/2019,2019,11,25,8:50:00,8,AUTOPISTA,AUTOPISTA PERITO MORENO,9,-58.47721439,-34.64815069,MOTO,MULTIPLE
512,2019-0098,1,11/25/2019,2019,11,25,14:00:00,14,AVENIDA,GUZMAN,15,-58.45134029,-34.58984288,PASAJEROS,PASAJEROS
